openalex_id,title,year,source,type,primary_topic,subfield,field,domain,doi,cited_by_count,num_referenced_works
W2804058599,Movement Sonification in Stroke Rehabilitation,2018,Frontiers in Neurology,article,Action Observation and Synchronization,Social Psychology,Psychology,Social Sciences,https://doi.org/10.3389/fneur.2018.00389,36,55
W1944219791,Moving with music for stroke rehabilitation: a sonification feasibility study,2015,Annals of the New York Academy of Sciences,article,Music Therapy and Health,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1111/nyas.12691,54,28
W2781621131,Exploring maps by sounds: using parameter mapping sonification to make digital elevation models audible,2018,International Journal of Geographical Information Systems,article,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1080/13658816.2017.1420192,34,44
W2326886016,"Review: <i>Auditory Display: Sonification, Audification, and Auditory Interfaces</i>, by Gregory Kramer",1996,Music Perception An Interdisciplinary Journal,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.2307/40285703,3,0
W2221802908,Sonification of reference markers for auditory graphs: effects on non-visual point estimation tasks,2016,PeerJ Computer Science,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.7717/peerj-cs.51,11,46
W2978013841,Perception of sonified representations of complex systems by people who are blind,2019,Assistive Technology,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1080/10400435.2019.1666930,6,27
W4233087053,Issues in Auditory Display,2006,Artificial Life,article,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1162/artl.2006.12.2.259,16,23
W4283722419,"Sonification and sound design for astronomy research, education and public engagement",2022,Nature Astronomy,article,Paranormal Experiences and Beliefs,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1038/s41550-022-01721-z,58,45
W2003840516,Consistency of magnitude estimations with conceptual data dimensions used for sonification,2006,Applied Cognitive Psychology,article,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1002/acp.1291,55,53
W4399727930,Meta-SonifiedDroid: Metaheuristics for Optimizing Sonified Android Malware Detection,2024,IEEE Access,article,Advanced Malware Detection Techniques,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.1109/access.2024.3415355,7,101
W1790936560,Categorization of seismic sources by auditory display: A blind test,2015,International Journal of Human-Computer Studies,article,Seismic Waves and Analysis,Geophysics,Earth and Planetary Sciences,Physical Sciences,https://doi.org/10.1016/j.ijhcs.2015.08.002,15,51
W2117489410,Relationships of sonification to music and sound art,2011,AI & Society,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1007/s00146-011-0337-3,38,14
W4233862358,"Sonification and Music, Music and Sonification",2016,,book-chapter,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.4324/9781315770567-21,19,1
W2100882917,Non-visual exploration of geographic maps: Does sonification help?,2010,Disability and Rehabilitation Assistive Technology,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.3109/17483100903100277,36,33
W2886032821,Sonifying data uncertainty with sound dimensions,2018,Cartography and Geographic Information Science,article,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.1080/15230406.2018.1495103,18,29
W282439305,Expressive sonification of footstep sounds,2010,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,32,9
W3177788910,Auditory display of spatial information,1970,University of Canterbury Research Repository (University of Canterbury),dissertation,Spatial Cognition and Navigation,Automotive Engineering,Engineering,Physical Sciences,https://doi.org/10.26021/11019,17,0
W2135868439,Auditory Displays as Occasion Setters,2010,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/0018720810366861,17,26
W1967886642,Confusion matrix analysis of single and multidimensional auditory displays.,1962,Journal of Experimental Psychology,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1037/h0042219,25,5
W1968008571,The aesthetic turn in sonification towards a social and cultural medium,2011,AI & Society,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1007/s00146-011-0335-5,47,10
W3212670917,"Novel Auditory Displays in Highly Automated Vehicles: Sonification Improves Driver Situation Awareness, Perceived Workload, and Overall Experience",2021,Proceedings of the Human Factors and Ergonomics Society Annual Meeting,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1177/1071181321651071,14,22
W2100685825,XSONIFY SONIFICATION TOOL FOR SPACE PHYSICS,2006,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,26,5
W1966906039,Sonification/Listening Up,2006,Leonardo Music Journal,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1162/lmj.2006.16.51,28,0
W1215132044,The sonification space: A reference system for sonification tasks,2015,International Journal of Human-Computer Studies,article,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.ijhcs.2015.08.008,21,32
W2157130619,Pitch and pitch change interact in auditory displays.,2000,Journal of Experimental Psychology Applied,article,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,https://doi.org/10.1037//1076-898x.6.1.15,21,53
W2482049660,Ecolological Psychoacoustics and Auditory Displays,2004,Elsevier eBooks,book-chapter,Multisensory perception and integration,Experimental and Cognitive Psychology,Psychology,Social Sciences,https://doi.org/10.1016/b978-012515851-0/50007-2,16,98
W2137352696,An illustrated analysis of sonification for scientific visualisation,1995,IEEE Visualization,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.5555/832271.833860,34,33
W4283784219,A Mapping Review of Real-Time Movement Sonification Systems for Movement Rehabilitation,2022,IEEE Reviews in Biomedical Engineering,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/rbme.2022.3187840,36,151
W2167103973,Audification and Non-Standard Synthesis in<i>Construction in Self</i>,2014,Organised Sound,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1017/s1355771813000435,19,34
W4238387768,Pitch and pitch change interact in auditory displays.,2000,Journal of Experimental Psychology Applied,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1037/1076-898x.6.1.15,20,0
W2284557188,Multisensory teamwork: using a tactile or an auditory display to exchange gaze information improves performance in joint visual search,2015,Ergonomics,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1080/00140139.2015.1099742,46,69
W1595643407,Wearable Sensor-Based Real-Time Sonification of Motion and Foot Pressure in Dance Teaching and Training,2012,PUB – Publications at Bielefeld University (Bielefeld University),article,Diversity and Impact of Dance,Experimental and Cognitive Psychology,Psychology,Social Sciences,,52,0
W4242775597,"Auditory Graphs Are Not the “Killer App” of Sonification, But They Work",2018,,preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.31234/osf.io/b5akd,4,15
W1765238573,Interactive spatial sonification for non-visual exploration of virtual maps,2015,International Journal of Human-Computer Studies,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.ijhcs.2015.08.004,46,57
W4237829435,"SoundSight: A Mobile Sensory Substitution Device that Sonifies Colour, Distance, and Temperature",2019,,preprint,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.31234/osf.io/xsjwr,5,0
W2098395732,THE SOUND OF ONE ARM SWINGING: A MODEL FOR MULTIDIMENSIONAL AUDITORY DISPLAY OF PHYSICAL MOTION,2006,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,30,5
W2060592085,Development of a three-dimensional auditory display system,1988,ACM SIGCHI Bulletin,article,Augmented Reality Applications,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.1145/54386.54405,19,20
W2088235473,An Auditory Display in a Dual-Axis Tracking Task,1972,IEEE Transactions on Systems Man and Cybernetics,article,Human-Automation Interaction and Safety,Social Psychology,Psychology,Social Sciences,https://doi.org/10.1109/tsmc.1972.4309132,19,13
W2183898009,Laboratory Methods for Experimental Sonification,2011,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,27,22
W2089809362,Estimation of detection threshold of system latency of virtual auditory display,2007,Applied Acoustics,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/j.apacoust.2006.12.005,24,18
W1542425463,Personal Webmelody: Customized sonification of web servers,2001,,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,,27,17
W2600087721,Polyphonic sonification of electrocardiography signals for diagnosis of cardiac pathologies,2017,Scientific Reports,article,ECG Monitoring and Analysis,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences,https://doi.org/10.1038/srep44549,31,18
W2903262696,Psychoacoustical Interactive Sonification for Short Range Navigation,2018,Acta acustica united with Acustica,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.3813/aaa.919273,26,0
W1623415717,Masking in Three-Dimensional Auditory Displays,1992,Human Factors The Journal of the Human Factors and Ergonomics Society,article,Hearing Loss and Rehabilitation,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1177/001872089203400301,16,21
W12144851,The sonification of EMG data,2006,International Conference on Auditory Display,article,EEG and Brain-Computer Interfaces,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1016/s0006-8993(02)02904-9,23,5
W1997744527,Interactive Sonification in Rowing: Acoustic Feedback for On-Water Training,2015,IEEE Multimedia,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1109/mmul.2015.9,37,16
W2748965471,Mapping Sonification for Perception and Action in Motor Skill Learning,2017,Frontiers in Neuroscience,article,Tactile and Sensory Interactions,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.3389/fnins.2017.00463,37,47
W2995408789,Musical Sonification of Arm Movements in Stroke Rehabilitation Yields Limited Benefits,2019,Frontiers in Neuroscience,article,Stroke Rehabilitation and Recovery,Rehabilitation,Medicine,Health Sciences,https://doi.org/10.3389/fnins.2019.01378,50,46
W2161377823,Data density and trend reversals in auditory graphs,2008,ACM Transactions on Applied Perception,article,Neuroscience and Music Perception,Cognitive Neuroscience,Neuroscience,Life Sciences,https://doi.org/10.1145/1402236.1402237,16,80
W2151802019,Ways of Listening and Modes of Being: Electroacoustic Auditory Display,2018,Journal of sonic studies,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,https://doi.org/10.22501/jss.263480,20,33
W2991070205,Three Orthogonal Dimensions for Psychoacoustic Sonification,2019,arXiv (Cornell University),preprint,Music and Audio Processing,Signal Processing,Computer Science,Physical Sciences,https://doi.org/10.13140/rg.2.2.36037.19683,15,48
W2141674016,LEVELS OF TEMPORAL RESOLUTION IN SONIFICATION OF NETWORK PERFORMANCE,2001,,article,Music Technology and Sound Studies,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,,25,10
